1011111110	newlineR
1011111111	newlineS
1100000000	newlineT
1100000001	newlineW
1100000010	newline[
1100000011	newline_
1100000100	newlinea
1100000101	newlineb
1100000110	newlinec
1100000111	newlined
1100001000	newlinee
1100001001	newlinef
1100001010	newlineg
1100001011	newlineh
1100001100	newlinei
1100001101	newlinej
1100001110	newlinek
1100001111	newlinel
1100010000	newlinem
1100010001	newlinen
1100010010	newlinenewline
1100010011	newlineo
1100010100	newlinep
1100010101	newliner
1100010110	newlines
1100010111	newlinet
1100011000	newlineu
1100011001	newlinev
1100011010	newlinew
1100011011	newliney
1100011100	nf
1100011101	ng
1100011110	nh
1100011111	ni
1100100000	nj
1100100001	nk
1100100010	nl
1100100011	nm
1100100100	nn
1100100101	nnewline
1100100110	no
1100100111	nq
1100101000	ns
1100101001	nt
1100101010	nu
1100101011	nv
1100101100	nw
1100101101	ny
1100101110	o 
1100101111	o'
1100110000	o,
1100110001	o-
1100110010	o.
1100110011	oa
1100110100	ob
1100110101	oc
1100110110	od
1100110111	oe
1100111000	of
1100111001	og
1100111010	oh
1100111011	oi
1100111100	oj
1100111101	ok
1100111110	ol
1100111111	om
1101000000	on
1101000001	onewline
1101000010	oo
1101000011	op
1101000100	or
1101000101	os
1101000110	ot
1101000111	ou
1101001000	ov
1101001001	ow
1101001010	ox
1101001011	oy
1101001100	p 
1101001101	p,
1101001110	p.
1101001111	pa
1101010000	pe
1101010001	ph
1101010010	pi
1101010011	pl
1101010100	po
1101010101	pp
1101010110	pr
1101010111	ps
1101011000	pt
1101011001	pu
1101011010	py
1101011011	qu
1101011100	r 
1101011101	r!
1101011110	r'
1101011111	r,
1101100000	r-
1101100001	r.
1101100010	r;
1101100011	r?
1101100100	ra
1101100101	rb
1101100110	rc
1101100111	rd
1101101000	re
1101101001	rf
1101101010	rg
1101101011	rh
1101101100	ri
1101101101	rk
1101101110	rl
1101101111	rm
1101110000	rn
1101110001	rnewline
1101110010	ro
1101110011	rp
1101110100	rr
1101110101	rs
1101110110	rt
1101110111	ru
1101111000	rv
1101111001	rw
1101111010	ry
1101111011	s 
1101111100	s!
1101111101	s'
1101111110	s,
1101111111	s-
1110000000	s.
1110000001	s:
1110000010	s;
1110000011	s?
1110000100	sa
1110000101	sb
1110000110	sc
1110000111	sd
1110001000	se
1110001001	sf
1110001010	sg
1110001011	sh
1110001100	si
1110001101	sk
1110001110	sl
1110001111	sm
1110010000	sn
1110010001	snewline
1110010010	so
1110010011	sp
1110010100	ss
1110010101	st
1110010110	su
1110010111	sw
1110011000	sy
1110011001	t 
1110011010	t!
1110011011	t'
1110011100	t,
1110011101	t-
1110011110	t.
1110011111	t:
1110100000	t;
1110100001	t?
1110100010	ta
1110100011	tc
1110100100	te
1110100101	tf
1110100110	th
1110100111	ti
1110101000	tl
1110101001	tm
1110101010	tn
1110101011	tnewline
1110101100	to
1110101101	tr
1110101110	ts
1110101111	tt
1110110000	tu
1110110001	tw
1110110010	ty
1110110011	tz
1110110100	u 
1110110101	u,
1110110110	ua
1110110111	ub
1110111000	uc
1110111001	ud
1110111010	ue
1110111011	uf
1110111100	ug
1110111101	ui
1110111110	ul
1110111111	um
1111000000	un
1111000001	unewline
1111000010	uo
1111000011	up
1111000100	ur
1111000101	us
1111000110	ut
1111000111	uz
1111001000	v 
1111001001	v,
1111001010	va
1111001011	ve
1111001100	vi
1111001101	vn
1111001110	vo
1111001111	w 
1111010000	w,
1111010001	w.
1111010010	wa
1111010011	wd
1111010100	we
1111010101	wh
1111010110	wi
1111010111	wl
1111011000	wn
1111011001	wnewline
1111011010	wo
1111011011	wr
1111011100	ws
1111011101	x 
1111011110	x.
1111011111	xa
1111100000	xc
1111100001	xe
1111100010	xh
1111100011	xi
1111100100	xp
1111100101	xt
1111100110	y 
1111100111	y!
1111101000	y'
1111101001	y,
1111101010	y-
1111101011	y.
1111101100	y:
1111101101	y;
1111101110	y?
1111101111	ya
1111110000	yb
1111110001	ye
1111110010	yi
1111110011	yl
1111110100	ym
1111110101	ynewline
1111110110	yo
1111110111	yp
1111111000	yr
1111111001	ys
1111111010	yt
1111111011	za
1111111100	ze
1111111101	zi
1111111110	zo
1111111111	| 
