0000000000	tab
0000000001	newline
0000000010	 
0000000011	!
0000000100	"
0000000101	#
0000000110	$
0000000111	%
0000001000	&
0000001001	'
0000001010	(
0000001011	)
0000001100	*
0000001101	+
0000001110	,
0000001111	-
0000010000	.
0000010001	/
0000010010	0
0000010011	1
0000010100	2
0000010101	3
0000010110	4
0000010111	5
0000011000	6
0000011001	7
0000011010	8
0000011011	9
0000011100	:
0000011101	;
0000011110	<
0000011111	=
0000100000	>
0000100001	?
0000100010	@
0000100011	A
0000100100	B
0000100101	C
0000100110	D
0000100111	E
0000101000	F
0000101001	G
0000101010	H
0000101011	I
0000101100	J
0000101101	K
0000101110	L
0000101111	M
0000110000	N
0000110001	O
0000110010	P
0000110011	Q
0000110100	R
0000110101	S
0000110110	T
0000110111	U
0000111000	V
0000111001	W
0000111010	X
0000111011	Y
0000111100	Z
0000111101	[
0000111110	\
0000111111	]
0001000000	^
0001000001	_
0001000010	`
0001000011	a
0001000100	b
0001000101	c
0001000110	d
0001000111	e
0001001000	f
0001001001	g
0001001010	h
0001001011	i
0001001100	j
0001001101	k
0001001110	l
0001001111	m
0001010000	n
0001010001	o
0001010010	p
0001010011	q
0001010100	r
0001010101	s
0001010110	t
0001010111	u
0001011000	v
0001011001	w
0001011010	x
0001011011	y
0001011100	z
0001011101	{
0001011110	|
0001011111	}
0001100000	~
0001100001	  
0001100010	 "
0001100011	 '
0001100100	 (
0001100101	 *
0001100110	 0
0001100111	 1
0001101000	 2
0001101001	 3
0001101010	 4
0001101011	 5
0001101100	 6
0001101101	 7
0001101110	 8
0001101111	 9
0001110000	 A
0001110001	 B
0001110010	 C
0001110011	 D
0001110100	 E
0001110101	 F
0001110110	 G
0001110111	 H
0001111000	 I
0001111001	 J
0001111010	 K
0001111011	 L
0001111100	 M
0001111101	 N
0001111110	 O
0001111111	 P
0010000000	 R
0010000001	 S
0010000010	 T
0010000011	 U
0010000100	 V
0010000101	 W
0010000110	 X
0010000111	 Y
0010001000	 [
0010001001	 _
0010001010	 a
0010001011	 b
0010001100	 c
0010001101	 d
0010001110	 e
0010001111	 f
0010010000	 g
0010010001	 h
0010010010	 i
0010010011	 j
0010010100	 k
0010010101	 l
0010010110	 m
0010010111	 n
0010011000	 newline
0010011001	 o
0010011010	 p
0010011011	 q
0010011100	 r
0010011101	 s
0010011110	 t
0010011111	 u
0010100000	 v
0010100001	 w
0010100010	 y
0010100011	 |
0010100100	! 
0010100101	!"
0010100110	!newline
0010100111	" 
0010101000	"A
0010101001	"B
0010101010	"D
0010101011	"H
0010101100	"I
0010101101	"M
0010101110	"N
0010101111	"O
0010110000	"S
0010110001	"T
0010110010	"W
0010110011	"Y
0010110100	"newline
0010110101	"t
0010110110	' 
0010110111	'd
0010111000	'e
0010111001	'l
0010111010	's
0010111011	't
0010111100	) 
0010111101	),
0010111110	).
0010111111	)newline
0011000000	* 
0011000001	*newline
0011000010	, 
0011000011	,"
0011000100	,newline
0011000101	--
0011000110	-a
0011000111	-b
0011001000	-c
0011001001	-d
0011001010	-e
0011001011	-f
0011001100	-h
0011001101	-i
0011001110	-l
0011001111	-m
0011010000	-newline
0011010001	-o
0011010010	-p
0011010011	-r
0011010100	-s
0011010101	-t
0011010110	-w
0011010111	. 
0011011000	."
0011011001	.,
0011011010	..
0011011011	._
0011011100	.newline
0011011101	0 
0011011110	0,
0011011111	00
0011100000	0newline
0011100001	1 
0011100010	1,
0011100011	1.
0011100100	10
0011100101	11
0011100110	12
0011100111	13
0011101000	14
0011101001	15
0011101010	16
0011101011	17
0011101100	18
0011101101	19
0011101110	2 
0011101111	2,
0011110000	2.
0011110001	20
0011110010	21
0011110011	23
0011110100	24
0011110101	25
0011110110	26
0011110111	28
0011111000	2newline
0011111001	3 
0011111010	3,
0011111011	3.
0011111100	30
0011111101	31
0011111110	33
0011111111	34
0100000000	35
0100000001	39
0100000010	4 
0100000011	4,
0100000100	4.
0100000101	40
0100000110	41
0100000111	42
0100001000	43
0100001001	44
0100001010	47
0100001011	5 
0100001100	5,
0100001101	5.
0100001110	6 
0100001111	7 
0100010000	8 
0100010001	9 
0100010010	93
0100010011	94
0100010100	: 
0100010101	:newline
0100010110	; 
0100010111	;newline
0100011000	? 
0100011001	?"
0100011010	?newline
0100011011	A 
0100011100	A.
0100011101	AL
0100011110	AN
0100011111	AP
0100100000	AR
0100100001	AT
0100100010	Af
0100100011	Al
0100100100	Am
0100100101	An
0100100110	Ap
0100100111	Ar
0100101000	As
0100101001	At
0100101010	Au
0100101011	BE
0100101100	Ba
0100101101	Be
0100101110	Bi
0100101111	Bo
0100110000	Br
0100110001	Bu
0100110010	By
0100110011	CE
0100110100	CH
0100110101	CO
0100110110	CU
0100110111	Ca
0100111000	Ch
0100111001	Co
0100111010	Cr
0100111011	D 
0100111100	DE
0100111101	DI
0100111110	Da
0100111111	De
0101000000	Di
0101000001	Do
0101000010	Dr
0101000011	Du
0101000100	E 
0101000101	E.
0101000110	EC
0101000111	EN
0101001000	ER
0101001001	ES
0101001010	ET
0101001011	Ea
0101001100	El
0101001101	Em
0101001110	En
0101001111	Eu
0101010000	Ev
0101010001	Ex
0101010010	F 
0101010011	Fa
0101010100	Fe
0101010101	Fi
0101010110	Fo
0101010111	Fr
0101011000	Fu
0101011001	G 
0101011010	G-
0101011011	GE
0101011100	Ga
0101011101	Ge
0101011110	Go
0101011111	Gr
0101100000	Gu
0101100001	HA
0101100010	HE
0101100011	HI
0101100100	Ha
0101100101	He
0101100110	Hi
0101100111	Ho
0101101000	I 
0101101001	I'
0101101010	I,
0101101011	I.
0101101100	IC
0101101101	II
0101101110	IN
0101101111	IO
0101110000	IS
0101110001	IT
0101110010	IV
0101110011	If
0101110100	Il
0101110101	In
0101110110	Inewline
0101110111	It
0101111000	JU
0101111001	Ja
0101111010	Je
0101111011	Jo
0101111100	Ju
0101111101	Ka
0101111110	Ki
0101111111	Ku
0110000000	L 
0110000001	LA
0110000010	LE
0110000011	LI
0110000100	La
0110000101	Le
0110000110	Li
0110000111	Lo
0110001000	ME
0110001001	Ma
0110001010	Me
0110001011	Mi
0110001100	Mo
0110001101	Mr
0110001110	Mu
0110001111	My
0110010000	N 
0110010001	ND
0110010010	NG
0110010011	NS
0110010100	NT
0110010101	Na
0110010110	Ne
0110010111	Ni
0110011000	No
0110011001	O 
0110011010	OF
0110011011	OM
0110011100	ON
0110011101	OR
0110011110	Of
0110011111	Oh
0110100000	On
0110100001	Or
0110100010	PR
0110100011	PT
0110100100	Pa
0110100101	Pe
0110100110	Pi
0110100111	Pl
0110101000	Po
0110101001	Pr
0110101010	Pu
0110101011	Q.
0110101100	R 
0110101101	R.
0110101110	RA
0110101111	RE
0110110000	RI
0110110001	RO
0110110010	RT
0110110011	Re
0110110100	Ro
0110110101	Ru
0110110110	S 
0110110111	SE
0110111000	SS
0110111001	ST
0110111010	Sa
0110111011	Sc
0110111100	Se
0110111101	Sh
0110111110	Si
0110111111	So
0111000000	Sp
0111000001	St
0111000010	Su
0111000011	T 
0111000100	TE
0111000101	TH
0111000110	TI
0111000111	TR
0111001000	Te
0111001001	Th
0111001010	Ti
0111001011	To
0111001100	Tr
0111001101	UT
0111001110	Ul
0111001111	Un
0111010000	VI
0111010001	Va
0111010010	Vi
0111010011	Wa
0111010100	We
0111010101	Wh
0111010110	Wi
0111010111	Wo
0111011000	XI
0111011001	Y 
0111011010	Ye
0111011011	Yo
0111011100	[1
0111011101	] 
0111011110	]newline
0111011111	_ 
0111100000	_newline
0111100001	a 
0111100010	a'
0111100011	a,
0111100100	a-
0111100101	a.
0111100110	ab
0111100111	ac
0111101000	ad
0111101001	ae
0111101010	af
0111101011	ag
0111101100	ai
0111101101	aj
0111101110	ak
0111101111	al
0111110000	am
0111110001	an
0111110010	anewline
0111110011	ap
0111110100	ar
0111110101	as
0111110110	at
0111110111	au
0111111000	av
0111111001	aw
0111111010	ax
0111111011	ay
0111111100	az
0111111101	b 
0111111110	ba
0111111111	bb
1000000000	be
1000000001	bi
1000000010	bj
1000000011	bl
1000000100	bm
1000000101	bo
1000000110	br
1000000111	bs
1000001000	bt
1000001001	bu
1000001010	by
1000001011	c 
1000001100	c,
1000001101	c.
1000001110	ca
1000001111	cc
1000010000	ce
1000010001	ch
1000010010	ci
1000010011	ck
1000010100	cl
1000010101	cnewline
1000010110	co
1000010111	cq
1000011000	cr
1000011001	cs
1000011010	ct
1000011011	cu
1000011100	cy
1000011101	d 
1000011110	d!
1000011111	d'
1000100000	d,
1000100001	d-
1000100010	d.
1000100011	d:
1000100100	d;
1000100101	d?
1000100110	da
1000100111	dd
1000101000	de
1000101001	dg
1000101010	di
1000101011	dl
1000101100	dm
1000101101	dn
1000101110	dnewline
1000101111	do
1000110000	dr
1000110001	ds
1000110010	du
1000110011	dv
1000110100	dy
1000110101	e 
1000110110	e!
1000110111	e'
1000111000	e,
1000111001	e-
1000111010	e.
1000111011	e:
1000111100	e;
1000111101	e?
1000111110	ea
1000111111	eb
1001000000	ec
1001000001	ed
1001000010	ee
1001000011	ef
1001000100	eg
1001000101	eh
1001000110	ei
1001000111	ek
1001001000	el
1001001001	em
1001001010	en
1001001011	enewline
1001001100	eo
1001001101	ep
1001001110	eq
1001001111	er
1001010000	es
1001010001	et
1001010010	eu
1001010011	ev
1001010100	ew
1001010101	ex
1001010110	ey
1001010111	f 
1001011000	f,
1001011001	f-
1001011010	f.
1001011011	fa
1001011100	fe
1001011101	ff
1001011110	fi
1001011111	fl
1001100000	fnewline
1001100001	fo
1001100010	fr
1001100011	ft
1001100100	fu
1001100101	fy
1001100110	g 
1001100111	g,
1001101000	g-
1001101001	g.
1001101010	ga
1001101011	ge
1001101100	gg
1001101101	gh
1001101110	gi
1001101111	gl
1001110000	gm
1001110001	gn
1001110010	gnewline
1001110011	go
1001110100	gr
1001110101	gs
1001110110	gt
1001110111	gu
1001111000	gy
1001111001	h 
1001111010	h'
1001111011	h,
1001111100	h-
1001111101	h.
1001111110	ha
1001111111	hb
1010000000	he
1010000001	hi
1010000010	hl
1010000011	hm
1010000100	hn
1010000101	hnewline
1010000110	ho
1010000111	hr
1010001000	hs
1010001001	ht
1010001010	hu
1010001011	hy
1010001100	i 
1010001101	ia
1010001110	ib
1010001111	ic
1010010000	id
1010010001	ie
1010010010	if
1010010011	ig
1010010100	ik
1010010101	il
1010010110	im
1010010111	in
1010011000	io
1010011001	ip
1010011010	ir
1010011011	is
1010011100	it
1010011101	iu
1010011110	iv
1010011111	ix
1010100000	iz
1010100001	je
1010100010	jo
1010100011	ju
1010100100	k 
1010100101	k,
1010100110	k.
1010100111	ka
1010101000	ke
1010101001	kh
1010101010	ki
1010101011	kl
1010101100	kn
1010101101	knewline
1010101110	ko
1010101111	ks
1010110000	l 
1010110001	l'
1010110010	l,
1010110011	l-
1010110100	l.
1010110101	l;
1010110110	la
1010110111	lb
1010111000	lc
1010111001	ld
1010111010	le
1010111011	lf
1010111100	lg
1010111101	li
1010111110	lk
1010111111	ll
1011000000	lm
1011000001	lnewline
1011000010	lo
1011000011	lp
1011000100	lr
1011000101	ls
1011000110	lt
1011000111	lu
1011001000	lv
1011001001	lw
1011001010	ly
1011001011	m 
1011001100	m,
1011001101	m.
1011001110	m;
1011001111	ma
1011010000	mb
1011010001	me
1011010010	mi
1011010011	ml
1011010100	mm
1011010101	mn
1011010110	mnewline
1011010111	mo
1011011000	mp
1011011001	ms
1011011010	mu
1011011011	my
1011011100	n 
1011011101	n!
1011011110	n'
1011011111	n,
1011100000	n-
1011100001	n.
1011100010	n:
1011100011	n;
1011100100	n?
1011100101	na
1011100110	nb
1011100111	nc
1011101000	nd
1011101001	ne
1011101010	newline 
1011101011	newline"
1011101100	newline(
1011101101	newline1
1011101110	newlineA
1011101111	newlineB
1011110000	newlineC
1011110001	newlineD
1011110010	newlineE
1011110011	newlineF
1011110100	newlineG
1011110101	newlineH
1011110110	newlineI
1011110111	newlineJ
1011111000	newlineL
1011111001	newlineM
1011111010	newlineN
1011111011	newlineO
1011111100	newlineP
1011111101	newlineQ
